framework,family,class,parameter_name,value_default,value_type,description
tpot,classification,RandomForestClassifier,n_estimators,100,"Integer(100, 100)","The number of trees in the forest.

.. versionchanged:: 0.22
   The default value of ``n_estimators`` changed from 10 to 100
   in 0.22."
tpot,classification,RandomForestClassifier,criterion,gini,"Categorical(['gini', 'entropy'])","The function to measure the quality of a split. Supported criteria are
""gini"" for the Gini impurity and ""log_loss"" and ""entropy"" both for the
Shannon information gain, see :ref:`tree_mathematical_formulation`.
Note: This parameter is tree-specific."
tpot,classification,RandomForestClassifier,max_features,sqrt,"Float(0.05, 1.0)","The number of features to consider when looking for the best split:

- If int, then consider `max_features` features at each split.
- If float, then `max_features` is a fraction and
  `max(1, int(max_features * n_features_in_))` features are considered at each
  split.
- If ""sqrt"", then `max_features=sqrt(n_features)`.
- If ""log2"", then `max_features=log2(n_features)`.
- If None, then `max_features=n_features`.

.. versionchanged:: 1.1
    The default of `max_features` changed from `""auto""` to `""sqrt""`.
Note: the search for a split does not stop until at least one
valid partition of the node samples is found, even if it requires to
effectively inspect more than ``max_features`` features."
tpot,classification,RandomForestClassifier,min_samples_split,2,"Integer(2, 20)","The minimum number of samples required to split an internal node:

- If int, then consider `min_samples_split` as the minimum number.
- If float, then `min_samples_split` is a fraction and
  `ceil(min_samples_split * n_samples)` are the minimum
  number of samples for each split.

.. versionchanged:: 0.18
   Added float values for fractions."
tpot,classification,RandomForestClassifier,min_samples_leaf,1,"Integer(1, 20)","The minimum number of samples required to be at a leaf node.
A split point at any depth will only be considered if it leaves at
least ``min_samples_leaf`` training samples in each of the left and
right branches.  This may have the effect of smoothing the model,
especially in regression.

- If int, then consider `min_samples_leaf` as the minimum number.
- If float, then `min_samples_leaf` is a fraction and
  `ceil(min_samples_leaf * n_samples)` are the minimum
  number of samples for each node.

.. versionchanged:: 0.18
   Added float values for fractions."
tpot,classification,RandomForestClassifier,bootstrap,True,bool,"Whether bootstrap samples are used when building trees. If False, the
whole dataset is used to build each tree."
tpot,classification,GradientBoostingClassifier,n_estimators,100,"Integer(100, 100)","The number of boosting stages to perform. Gradient boosting
is fairly robust to over-fitting so a large number usually
results in better performance.
Values must be in the range `[1, inf)`."
tpot,classification,GradientBoostingClassifier,learning_rate,0.1,"Float(0.001, 1.0)","Learning rate shrinks the contribution of each tree by `learning_rate`.
There is a trade-off between learning_rate and n_estimators.
Values must be in the range `[0.0, inf)`."
tpot,classification,GradientBoostingClassifier,max_depth,3,"Integer(1, 10)","Maximum depth of the individual regression estimators. The maximum
depth limits the number of nodes in the tree. Tune this parameter
for best performance; the best value depends on the interaction
of the input variables. If None, then nodes are expanded until
all leaves are pure or until all leaves contain less than
min_samples_split samples.
If int, values must be in the range `[1, inf)`."
tpot,classification,GradientBoostingClassifier,min_samples_split,2,"Integer(2, 20)","The minimum number of samples required to split an internal node:

- If int, values must be in the range `[2, inf)`.
- If float, values must be in the range `(0.0, 1.0]` and `min_samples_split`
  will be `ceil(min_samples_split * n_samples)`.

.. versionchanged:: 0.18
   Added float values for fractions."
tpot,classification,GradientBoostingClassifier,min_samples_leaf,1,"Integer(1, 20)","The minimum number of samples required to be at a leaf node.
A split point at any depth will only be considered if it leaves at
least ``min_samples_leaf`` training samples in each of the left and
right branches.  This may have the effect of smoothing the model,
especially in regression.

- If int, values must be in the range `[1, inf)`.
- If float, values must be in the range `(0.0, 1.0)` and `min_samples_leaf`
  will be `ceil(min_samples_leaf * n_samples)`.

.. versionchanged:: 0.18
   Added float values for fractions."
tpot,classification,GradientBoostingClassifier,subsample,1.0,"Float(0.05, 1.0)","The fraction of samples to be used for fitting the individual base
learners. If smaller than 1.0 this results in Stochastic Gradient
Boosting. `subsample` interacts with the parameter `n_estimators`.
Choosing `subsample < 1.0` leads to a reduction of variance
and an increase in bias.
Values must be in the range `(0.0, 1.0]`."
tpot,classification,GradientBoostingClassifier,max_features,None,"Float(0.05, 1.0)","The number of features to consider when looking for the best split:

- If int, values must be in the range `[1, inf)`.
- If float, values must be in the range `(0.0, 1.0]` and the features
  considered at each split will be `max(1, int(max_features * n_features_in_))`.
- If 'sqrt', then `max_features=sqrt(n_features)`.
- If 'log2', then `max_features=log2(n_features)`.
- If None, then `max_features=n_features`.

Choosing `max_features < n_features` leads to a reduction of variance
and an increase in bias.
Note: the search for a split does not stop until at least one
valid partition of the node samples is found, even if it requires to
effectively inspect more than ``max_features`` features."
tpot,classification,KNeighborsClassifier,n_neighbors,5,"Integer(1, 100)",Number of neighbors to use by default for :meth:`kneighbors` queries.
tpot,classification,KNeighborsClassifier,weights,uniform,"Categorical(['uniform', 'distance'])","Weight function used in prediction.  Possible values:

- 'uniform' : uniform weights.  All points in each neighborhood
  are weighted equally.
- 'distance' : weight points by the inverse of their distance.
  in this case, closer neighbors of a query point will have a
  greater influence than neighbors which are further away.
- [callable] : a user-defined function which accepts an
  array of distances, and returns an array of the same shape
  containing the weights.

Refer to the example entitled
:ref:`sphx_glr_auto_examples_neighbors_plot_classification.py`
showing the impact of the `weights` parameter on the decision
boundary."
tpot,classification,KNeighborsClassifier,p,2,"Integer(1, 2)","Power parameter for the Minkowski metric. When p = 1, this is
equivalent to using manhattan_distance (l1), and euclidean_distance
(l2) for p = 2. For arbitrary p, minkowski_distance (l_p) is used."
tpot,classification,LinearSVC,penalty,l2,"Categorical(['l1', 'l2'])","Specifies the norm used in the penalization. The 'l2'
penalty is the standard used in SVC. The 'l1' leads to ``coef_``
vectors that are sparse."
tpot,classification,LinearSVC,loss,squared_hinge,"Categorical(['hinge', 'squared_hinge'])","Specifies the loss function. 'hinge' is the standard SVM loss
(used e.g. by the SVC class) while 'squared_hinge' is the
square of the hinge loss. The combination of ``penalty='l1'``
and ``loss='hinge'`` is not supported."
tpot,classification,LinearSVC,dual,warn,bool,"Select the algorithm to either solve the dual or primal
optimization problem. Prefer dual=False when n_samples > n_features.
`dual=""auto""` will choose the value of the parameter automatically,
based on the values of `n_samples`, `n_features`, `loss`, `multi_class`
and `penalty`. If `n_samples` < `n_features` and optimizer supports
chosen `loss`, `multi_class` and `penalty`, then dual will be set to True,
otherwise it will be set to False.

.. versionchanged:: 1.3
   The `""auto""` option is added in version 1.3 and will be the default
   in version 1.5."
tpot,classification,LinearSVC,tol,0.0001,"Float(1e-05, 0.1)",Tolerance for stopping criteria.
tpot,classification,LinearSVC,C,1.0,"Float(0.0001, 25.0)","Regularization parameter. The strength of the regularization is
inversely proportional to C. Must be strictly positive."
tpot,classification,LogisticRegression,penalty,l2,"Categorical(['l1', 'l2'])","Specify the norm of the penalty:

- `None`: no penalty is added;
- `'l2'`: add a L2 penalty term and it is the default choice;
- `'l1'`: add a L1 penalty term;
- `'elasticnet'`: both L1 and L2 penalty terms are added.

.. warning::
   Some penalties may not work with some solvers. See the parameter
   `solver` below, to know the compatibility between the penalty and
   solver.

.. versionadded:: 0.19
   l1 penalty with SAGA solver (allowing 'multinomial' + L1)

.. deprecated:: 1.2
   The 'none' option was deprecated in version 1.2, and will be removed
   in 1.4. Use `None` instead."
tpot,classification,LogisticRegression,C,1.0,"Float(0.0001, 25.0)","Inverse of regularization strength; must be a positive float.
Like in support vector machines, smaller values specify stronger
regularization."
tpot,classification,LogisticRegression,dual,False,bool,"Dual (constrained) or primal (regularized, see also
:ref:`this equation <regularized-logistic-loss>`) formulation. Dual formulation
is only implemented for l2 penalty with liblinear solver. Prefer dual=False when
n_samples > n_features."
tpot,classification,XGBClassifier,n_estimators,None,"Integer(100, 100)",Number of boosting rounds.
tpot,classification,XGBClassifier,max_depth,None,"Integer(1, 10)",Maximum tree depth for base learners.
tpot,classification,XGBClassifier,learning_rate,None,"Float(0.001, 1.0)","Boosting learning rate (xgb's ""eta"")"
tpot,classification,XGBClassifier,subsample,None,"Float(0.05, 1.0)",Subsample ratio of the training instance.
tpot,classification,XGBClassifier,min_child_weight,None,"Integer(1, 20)",Minimum sum of instance weight(hessian) needed in a child.
tpot,classification,XGBClassifier,n_jobs,None,"Integer(1, 1)","Number of parallel threads used to run xgboost.  When used with other
Scikit-Learn algorithms like grid search, you may choose which algorithm to
parallelize and balance the threads.  Creating thread contention will
significantly slow down both algorithms."
tpot,classification,XGBClassifier,verbosity,None,"Integer(0, 0)",The degree of verbosity. Valid values are 0 (silent) - 3 (debug).
tpot,classification,SGDClassifier,loss,hinge,"Categorical(['log', 'hinge', 'modified_huber', 'squared_hinge', 'perceptron'])","The loss function to be used.

- 'hinge' gives a linear SVM.
- 'log_loss' gives logistic regression, a probabilistic classifier.
- 'modified_huber' is another smooth loss that brings tolerance to
  outliers as well as probability estimates.
- 'squared_hinge' is like hinge but is quadratically penalized.
- 'perceptron' is the linear loss used by the perceptron algorithm.
- The other losses, 'squared_error', 'huber', 'epsilon_insensitive' and
  'squared_epsilon_insensitive' are designed for regression but can be useful
  in classification as well; see
  :class:`~sklearn.linear_model.SGDRegressor` for a description.

More details about the losses formulas can be found in the
:ref:`User Guide <sgd_mathematical_formulation>`."
tpot,classification,SGDClassifier,penalty,l2,Categorical(['elasticnet']),"The penalty (aka regularization term) to be used. Defaults to 'l2'
which is the standard regularizer for linear SVM models. 'l1' and
'elasticnet' might bring sparsity to the model (feature selection)
not achievable with 'l2'. No penalty is added when set to `None`."
tpot,classification,SGDClassifier,alpha,0.0001,"Float(0.0, 0.01)","Constant that multiplies the regularization term. The higher the
value, the stronger the regularization. Also used to compute the
learning rate when `learning_rate` is set to 'optimal'.
Values must be in the range `[0.0, inf)`."
tpot,classification,SGDClassifier,learning_rate,optimal,"Categorical(['invscaling', 'constant'])","The learning rate schedule:

- 'constant': `eta = eta0`
- 'optimal': `eta = 1.0 / (alpha * (t + t0))`
  where `t0` is chosen by a heuristic proposed by Leon Bottou.
- 'invscaling': `eta = eta0 / pow(t, power_t)`
- 'adaptive': `eta = eta0`, as long as the training keeps decreasing.
  Each time n_iter_no_change consecutive epochs fail to decrease the
  training loss by tol or fail to increase validation score by tol if
  `early_stopping` is `True`, the current learning rate is divided by 5.

    .. versionadded:: 0.20
        Added 'adaptive' option"
tpot,classification,SGDClassifier,fit_intercept,True,bool,"Whether the intercept should be estimated or not. If False, the
data is assumed to be already centered."
tpot,classification,SGDClassifier,l1_ratio,0.15,"Float(0.0, 1.0)","The Elastic Net mixing parameter, with 0 <= l1_ratio <= 1.
l1_ratio=0 corresponds to L2 penalty, l1_ratio=1 to L1.
Only used if `penalty` is 'elasticnet'.
Values must be in the range `[0.0, 1.0]`."
tpot,classification,SGDClassifier,eta0,0.0,"Float(0.01, 1.0)","The initial learning rate for the 'constant', 'invscaling' or
'adaptive' schedules. The default value is 0.0 as eta0 is not used by
the default schedule 'optimal'.
Values must be in the range `(0.0, inf)`."
tpot,classification,SGDClassifier,power_t,0.5,"Float(0.0, 100.0)","The exponent for inverse scaling learning rate [default 0.5].
Values must be in the range `(-inf, inf)`."
tpot,classification,MLPClassifier,alpha,0.0001,"Float(0.0001, 0.1)","Strength of the L2 regularization term. The L2 regularization term
is divided by the sample size when added to the loss."
tpot,classification,MLPClassifier,learning_rate_init,0.001,"Float(0.001, 1.0)","The initial learning rate used. It controls the step-size
in updating the weights. Only used when solver='sgd' or 'adam'."
tpot,regression,ElasticNetCV,l1_ratio,0.5,"Float(0.0, 1.0)","Float between 0 and 1 passed to ElasticNet (scaling between
l1 and l2 penalties). For ``l1_ratio = 0``
the penalty is an L2 penalty. For ``l1_ratio = 1`` it is an L1 penalty.
For ``0 < l1_ratio < 1``, the penalty is a combination of L1 and L2
This parameter can be a list, in which case the different
values are tested by cross-validation and the one giving the best
prediction score is used. Note that a good choice of list of
values for l1_ratio is often to put more values close to 1
(i.e. Lasso) and less close to 0 (i.e. Ridge), as in ``[.1, .5, .7,
.9, .95, .99, 1]``."
tpot,regression,ElasticNetCV,tol,0.0001,"Float(1e-05, 0.1)","The tolerance for the optimization: if the updates are
smaller than ``tol``, the optimization code checks the
dual gap for optimality and continues until it is smaller
than ``tol``."
tpot,regression,ExtraTreesRegressor,n_estimators,100,"Integer(100, 100)","The number of trees in the forest.

.. versionchanged:: 0.22
   The default value of ``n_estimators`` changed from 10 to 100
   in 0.22."
tpot,regression,ExtraTreesRegressor,max_features,1.0,"Float(0.05, 1.0)","The number of features to consider when looking for the best split:

- If int, then consider `max_features` features at each split.
- If float, then `max_features` is a fraction and
  `max(1, int(max_features * n_features_in_))` features are considered at each
  split.
- If ""sqrt"", then `max_features=sqrt(n_features)`.
- If ""log2"", then `max_features=log2(n_features)`.
- If None or 1.0, then `max_features=n_features`.

.. note::
    The default of 1.0 is equivalent to bagged trees and more
    randomness can be achieved by setting smaller values, e.g. 0.3.

.. versionchanged:: 1.1
    The default of `max_features` changed from `""auto""` to 1.0.
Note: the search for a split does not stop until at least one
valid partition of the node samples is found, even if it requires to
effectively inspect more than ``max_features`` features."
tpot,regression,ExtraTreesRegressor,min_samples_split,2,"Integer(2, 20)","The minimum number of samples required to split an internal node:

- If int, then consider `min_samples_split` as the minimum number.
- If float, then `min_samples_split` is a fraction and
  `ceil(min_samples_split * n_samples)` are the minimum
  number of samples for each split.

.. versionchanged:: 0.18
   Added float values for fractions."
tpot,regression,ExtraTreesRegressor,min_samples_leaf,1,"Integer(1, 20)","The minimum number of samples required to be at a leaf node.
A split point at any depth will only be considered if it leaves at
least ``min_samples_leaf`` training samples in each of the left and
right branches.  This may have the effect of smoothing the model,
especially in regression.

- If int, then consider `min_samples_leaf` as the minimum number.
- If float, then `min_samples_leaf` is a fraction and
  `ceil(min_samples_leaf * n_samples)` are the minimum
  number of samples for each node.

.. versionchanged:: 0.18
   Added float values for fractions."
tpot,regression,ExtraTreesRegressor,bootstrap,False,bool,"Whether bootstrap samples are used when building trees. If False, the
whole dataset is used to build each tree."
tpot,regression,GradientBoostingRegressor,n_estimators,100,"Integer(100, 100)","The number of boosting stages to perform. Gradient boosting
is fairly robust to over-fitting so a large number usually
results in better performance.
Values must be in the range `[1, inf)`."
tpot,regression,GradientBoostingRegressor,loss,squared_error,"Categorical(['ls', 'lad', 'huber', 'quantile'])","Loss function to be optimized. 'squared_error' refers to the squared
error for regression. 'absolute_error' refers to the absolute error of
regression and is a robust loss function. 'huber' is a
combination of the two. 'quantile' allows quantile regression (use
`alpha` to specify the quantile)."
tpot,regression,GradientBoostingRegressor,learning_rate,0.1,"Float(0.001, 1.0)","Learning rate shrinks the contribution of each tree by `learning_rate`.
There is a trade-off between learning_rate and n_estimators.
Values must be in the range `[0.0, inf)`."
tpot,regression,GradientBoostingRegressor,max_depth,3,"Integer(1, 10)","Maximum depth of the individual regression estimators. The maximum
depth limits the number of nodes in the tree. Tune this parameter
for best performance; the best value depends on the interaction
of the input variables. If None, then nodes are expanded until
all leaves are pure or until all leaves contain less than
min_samples_split samples.
If int, values must be in the range `[1, inf)`."
tpot,regression,GradientBoostingRegressor,min_samples_split,2,"Integer(2, 20)","The minimum number of samples required to split an internal node:

- If int, values must be in the range `[2, inf)`.
- If float, values must be in the range `(0.0, 1.0]` and `min_samples_split`
  will be `ceil(min_samples_split * n_samples)`.

.. versionchanged:: 0.18
   Added float values for fractions."
tpot,regression,GradientBoostingRegressor,min_samples_leaf,1,"Integer(1, 20)","The minimum number of samples required to be at a leaf node.
A split point at any depth will only be considered if it leaves at
least ``min_samples_leaf`` training samples in each of the left and
right branches.  This may have the effect of smoothing the model,
especially in regression.

- If int, values must be in the range `[1, inf)`.
- If float, values must be in the range `(0.0, 1.0)` and `min_samples_leaf`
  will be `ceil(min_samples_leaf * n_samples)`.

.. versionchanged:: 0.18
   Added float values for fractions."
tpot,regression,GradientBoostingRegressor,subsample,1.0,"Float(0.05, 1.0)","The fraction of samples to be used for fitting the individual base
learners. If smaller than 1.0 this results in Stochastic Gradient
Boosting. `subsample` interacts with the parameter `n_estimators`.
Choosing `subsample < 1.0` leads to a reduction of variance
and an increase in bias.
Values must be in the range `(0.0, 1.0]`."
tpot,regression,GradientBoostingRegressor,max_features,None,"Float(0.05, 1.0)","The number of features to consider when looking for the best split:

- If int, values must be in the range `[1, inf)`.
- If float, values must be in the range `(0.0, 1.0]` and the features
  considered at each split will be `max(1, int(max_features * n_features_in_))`.
- If ""sqrt"", then `max_features=sqrt(n_features)`.
- If ""log2"", then `max_features=log2(n_features)`.
- If None, then `max_features=n_features`.

Choosing `max_features < n_features` leads to a reduction of variance
and an increase in bias.
Note: the search for a split does not stop until at least one
valid partition of the node samples is found, even if it requires to
effectively inspect more than ``max_features`` features."
tpot,regression,GradientBoostingRegressor,alpha,0.9,"Float(0.75, 0.99)","The alpha-quantile of the huber loss function and the quantile
loss function. Only if ``loss='huber'`` or ``loss='quantile'``.
Values must be in the range `(0.0, 1.0)`."
tpot,regression,AdaBoostRegressor,n_estimators,50,"Integer(100, 100)","The maximum number of estimators at which boosting is terminated.
In case of perfect fit, the learning procedure is stopped early.
Values must be in the range `[1, inf)`."
tpot,regression,AdaBoostRegressor,learning_rate,1.0,"Float(0.001, 1.0)","Weight applied to each regressor at each boosting iteration. A higher
learning rate increases the contribution of each regressor. There is
a trade-off between the `learning_rate` and `n_estimators` parameters.
Values must be in the range `(0.0, inf)`."
tpot,regression,AdaBoostRegressor,loss,linear,"Categorical(['linear', 'square', 'exponential'])","The loss function to use when updating the weights after each
boosting iteration."
tpot,regression,DecisionTreeRegressor,max_depth,None,"Integer(1, 10)","The maximum depth of the tree. If None, then nodes are expanded until
all leaves are pure or until all leaves contain less than
min_samples_split samples."
tpot,regression,DecisionTreeRegressor,min_samples_split,2,"Integer(2, 20)","The minimum number of samples required to split an internal node:

- If int, then consider `min_samples_split` as the minimum number.
- If float, then `min_samples_split` is a fraction and
  `ceil(min_samples_split * n_samples)` are the minimum
  number of samples for each split.

.. versionchanged:: 0.18
   Added float values for fractions."
tpot,regression,DecisionTreeRegressor,min_samples_leaf,1,"Integer(1, 20)","The minimum number of samples required to be at a leaf node.
A split point at any depth will only be considered if it leaves at
least ``min_samples_leaf`` training samples in each of the left and
right branches.  This may have the effect of smoothing the model,
especially in regression.

- If int, then consider `min_samples_leaf` as the minimum number.
- If float, then `min_samples_leaf` is a fraction and
  `ceil(min_samples_leaf * n_samples)` are the minimum
  number of samples for each node.

.. versionchanged:: 0.18
   Added float values for fractions."
tpot,regression,KNeighborsRegressor,n_neighbors,5,"Integer(1, 100)",Number of neighbors to use by default for :meth:`kneighbors` queries.
tpot,regression,KNeighborsRegressor,weights,uniform,"Categorical(['uniform', 'distance'])","Weight function used in prediction.  Possible values:

- 'uniform' : uniform weights.  All points in each neighborhood
  are weighted equally.
- 'distance' : weight points by the inverse of their distance.
  in this case, closer neighbors of a query point will have a
  greater influence than neighbors which are further away.
- [callable] : a user-defined function which accepts an
  array of distances, and returns an array of the same shape
  containing the weights.

Uniform weights are used by default."
tpot,regression,KNeighborsRegressor,p,2,"Integer(1, 2)","Power parameter for the Minkowski metric. When p = 1, this is
equivalent to using manhattan_distance (l1), and euclidean_distance
(l2) for p = 2. For arbitrary p, minkowski_distance (l_p) is used."
tpot,regression,LassoLarsCV,normalize,deprecated,bool,"This parameter is ignored when ``fit_intercept`` is set to False.
If True, the regressors X will be normalized before regression by
subtracting the mean and dividing by the l2-norm.
If you wish to standardize, please use
:class:`~sklearn.preprocessing.StandardScaler` before calling ``fit``
on an estimator with ``normalize=False``.

.. versionchanged:: 1.2
   default changed from True to False in 1.2.

.. deprecated:: 1.2
    ``normalize`` was deprecated in version 1.2 and will be removed in 1.4."
tpot,regression,LinearSVR,loss,epsilon_insensitive,"Categorical(['epsilon_insensitive', 'squared_epsilon_insensitive'])","Specifies the loss function. The epsilon-insensitive loss
(standard SVR) is the L1 loss, while the squared epsilon-insensitive
loss ('squared_epsilon_insensitive') is the L2 loss."
tpot,regression,LinearSVR,dual,warn,bool,"Select the algorithm to either solve the dual or primal
optimization problem. Prefer dual=False when n_samples > n_features.
`dual=""auto""` will choose the value of the parameter automatically,
based on the values of `n_samples`, `n_features` and `loss`. If
`n_samples` < `n_features` and optimizer supports chosen `loss`,
then dual will be set to True, otherwise it will be set to False.

.. versionchanged:: 1.3
   The `""auto""` option is added in version 1.3 and will be the default
   in version 1.5."
tpot,regression,LinearSVR,tol,0.0001,"Float(1e-05, 0.1)",Tolerance for stopping criteria.
tpot,regression,LinearSVR,C,1.0,"Float(0.0001, 25.0)","Regularization parameter. The strength of the regularization is
inversely proportional to C. Must be strictly positive."
tpot,regression,LinearSVR,epsilon,0.0,"Float(0.0001, 1.0)","Epsilon parameter in the epsilon-insensitive loss function. Note
that the value of this parameter depends on the scale of the target
variable y. If unsure, set ``epsilon=0``."
tpot,regression,RandomForestRegressor,n_estimators,100,"Integer(100, 100)","The number of trees in the forest.

.. versionchanged:: 0.22
   The default value of ``n_estimators`` changed from 10 to 100
   in 0.22."
tpot,regression,RandomForestRegressor,max_features,1.0,"Float(0.05, 1.0)","The number of features to consider when looking for the best split:

- If int, then consider `max_features` features at each split.
- If float, then `max_features` is a fraction and
  `max(1, int(max_features * n_features_in_))` features are considered at each
  split.
- If ""sqrt"", then `max_features=sqrt(n_features)`.
- If ""log2"", then `max_features=log2(n_features)`.
- If None or 1.0, then `max_features=n_features`.

.. note::
    The default of 1.0 is equivalent to bagged trees and more
    randomness can be achieved by setting smaller values, e.g. 0.3.

.. versionchanged:: 1.1
    The default of `max_features` changed from `""auto""` to 1.0.
Note: the search for a split does not stop until at least one
valid partition of the node samples is found, even if it requires to
effectively inspect more than ``max_features`` features."
tpot,regression,RandomForestRegressor,min_samples_split,2,"Integer(2, 20)","The minimum number of samples required to split an internal node:

- If int, then consider `min_samples_split` as the minimum number.
- If float, then `min_samples_split` is a fraction and
  `ceil(min_samples_split * n_samples)` are the minimum
  number of samples for each split.

.. versionchanged:: 0.18
   Added float values for fractions."
tpot,regression,RandomForestRegressor,min_samples_leaf,1,"Integer(1, 20)","The minimum number of samples required to be at a leaf node.
A split point at any depth will only be considered if it leaves at
least ``min_samples_leaf`` training samples in each of the left and
right branches.  This may have the effect of smoothing the model,
especially in regression.

- If int, then consider `min_samples_leaf` as the minimum number.
- If float, then `min_samples_leaf` is a fraction and
  `ceil(min_samples_leaf * n_samples)` are the minimum
  number of samples for each node.

.. versionchanged:: 0.18
   Added float values for fractions."
tpot,regression,RandomForestRegressor,bootstrap,True,bool,"Whether bootstrap samples are used when building trees. If False, the
whole dataset is used to build each tree."
tpot,regression,RidgeCV,(none),,fixed,No tunable hyperparameters
tpot,regression,XGBRegressor,n_estimators,None,"Integer(100, 100)","Number of gradient boosted trees.  Equivalent to number of boosting
rounds."
tpot,regression,XGBRegressor,max_depth,None,"Integer(1, 10)",Maximum tree depth for base learners.
tpot,regression,XGBRegressor,learning_rate,None,"Float(0.001, 1.0)","Boosting learning rate (xgb's ""eta"")"
tpot,regression,XGBRegressor,subsample,None,"Float(0.05, 1.0)",Subsample ratio of the training instance.
tpot,regression,XGBRegressor,min_child_weight,None,"Integer(1, 20)",Minimum sum of instance weight(hessian) needed in a child.
tpot,regression,XGBRegressor,n_jobs,None,"Integer(1, 1)","Number of parallel threads used to run xgboost.  When used with other
Scikit-Learn algorithms like grid search, you may choose which algorithm to
parallelize and balance the threads.  Creating thread contention will
significantly slow down both algorithms."
tpot,regression,XGBRegressor,verbosity,None,"Integer(0, 0)",The degree of verbosity. Valid values are 0 (silent) - 3 (debug).
tpot,regression,XGBRegressor,objective,reg:squarederror,Categorical(['reg:squarederror']),"Specify the learning task and the corresponding learning objective or a custom
objective function to be used.

For custom objective, see :doc:`/tutorials/custom_metric_obj` and
:ref:`custom-obj-metric` for more information, along with the end note for
function signatures."
