framework,family,class,parameter_name,value_default,value_type,description
autosklearn,classification,gradient_boosting,learning_rate,0.1,"Float(0.01, 1.0_log)","Learning rate shrinks the contribution of each tree by `learning_rate`.
There is a trade-off between learning_rate and n_estimators.
Values must be in the range `[0.0, inf)`."
autosklearn,classification,gradient_boosting,loss,auto,Constant,"The loss function to be optimized. 'log_loss' refers to binomial and
multinomial deviance, the same as used in logistic regression.
It is a good choice for classification with probabilistic outputs.
For loss 'exponential', gradient boosting recovers the AdaBoost algorithm."
autosklearn,classification,gradient_boosting,max_bins,255,Constant,
autosklearn,classification,gradient_boosting,max_depth,None,UnParametrizedHyperparameter,"Maximum depth of the individual regression estimators. The maximum
depth limits the number of nodes in the tree. Tune this parameter
for best performance; the best value depends on the interaction
of the input variables. If None, then nodes are expanded until
all leaves are pure or until all leaves contain less than
min_samples_split samples.
If int, values must be in the range `[1, inf)`."
autosklearn,classification,gradient_boosting,max_leaf_nodes,31,"Integer(3, 2047_log)","Grow trees with ``max_leaf_nodes`` in best-first fashion.
Best nodes are defined as relative reduction in impurity.
Values must be in the range `[2, inf)`.
If `None`, then unlimited number of leaf nodes."
autosklearn,classification,gradient_boosting,min_samples_leaf,20,"Integer(1, 200_log)","The minimum number of samples required to be at a leaf node.
A split point at any depth will only be considered if it leaves at
least ``min_samples_leaf`` training samples in each of the left and
right branches.  This may have the effect of smoothing the model,
especially in regression.

- If int, values must be in the range `[1, inf)`.
- If float, values must be in the range `(0.0, 1.0)` and `min_samples_leaf`
  will be `ceil(min_samples_leaf * n_samples)`.

.. versionchanged:: 0.18
   Added float values for fractions."
autosklearn,classification,gradient_boosting,scoring,loss,UnParametrizedHyperparameter,
autosklearn,classification,gradient_boosting,tol,1e-07,UnParametrizedHyperparameter,"Tolerance for the early stopping. When the loss is not improving
by at least tol for ``n_iter_no_change`` iterations (if set to a
number), the training stops.
Values must be in the range `[0.0, inf)`.

.. versionadded:: 0.20"
autosklearn,classification,gradient_boosting,n_iter_no_change,10,"Integer(1, 20)","``n_iter_no_change`` is used to decide if early stopping will be used
to terminate training when validation score is not improving. By
default it is set to None to disable early stopping. If set to a
number, it will set aside ``validation_fraction`` size of the training
data as validation and terminate training when validation score is not
improving in all of the previous ``n_iter_no_change`` numbers of
iterations. The split is stratified.
Values must be in the range `[1, inf)`.

.. versionadded:: 0.20"
autosklearn,classification,gradient_boosting,validation_fraction,0.1,"Float(0.01, 0.4)","The proportion of training data to set aside as validation set for
early stopping. Values must be in the range `(0.0, 1.0)`.
Only used if ``n_iter_no_change`` is set to an integer.

.. versionadded:: 0.20"
autosklearn,classification,k_nearest_neighbors,n_neighbors,1,"Integer(1, 100_log)",Number of neighbors to use by default for :meth:`kneighbors` queries.
autosklearn,classification,k_nearest_neighbors,p,2,"Categorical([1, 2])","Power parameter for the Minkowski metric. When p = 1, this is
equivalent to using manhattan_distance (l1), and euclidean_distance
(l2) for p = 2. For arbitrary p, minkowski_distance (l_p) is used."
autosklearn,classification,k_nearest_neighbors,weights,uniform,"Categorical(['uniform', 'distance'])","Weight function used in prediction.  Possible values:

- 'uniform' : uniform weights.  All points in each neighborhood
  are weighted equally.
- 'distance' : weight points by the inverse of their distance.
  in this case, closer neighbors of a query point will have a
  greater influence than neighbors which are further away.
- [callable] : a user-defined function which accepts an
  array of distances, and returns an array of the same shape
  containing the weights.

Refer to the example entitled
:ref:`sphx_glr_auto_examples_neighbors_plot_classification.py`
showing the impact of the `weights` parameter on the decision
boundary."
autosklearn,classification,lda,shrinkage,None,"Categorical(['None', 'auto', 'manual'])","Shrinkage parameter, possible values:
  - None: no shrinkage (default).
  - 'auto': automatic shrinkage using the Ledoit-Wolf lemma.
  - float between 0 and 1: fixed shrinkage parameter.

This should be left to None if `covariance_estimator` is used.
Note that shrinkage works only with 'lsqr' and 'eigen' solvers."
autosklearn,classification,lda,tol,0.0001,"Float(1e-05, 0.1_log)","Absolute threshold for a singular value of X to be considered
significant, used to estimate the rank of X. Dimensions whose
singular values are non-significant are discarded. Only used if
solver is 'svd'.

.. versionadded:: 0.17"
autosklearn,classification,lda,shrinkage_factor,0.5,"Float(0.0, 1.0)",
autosklearn,classification,liblinear_svc,C,1.0,"Float(0.03125, 32768.0_log)","Regularization parameter. The strength of the regularization is
inversely proportional to C. Must be strictly positive."
autosklearn,classification,liblinear_svc,dual,False,Constant,"Select the algorithm to either solve the dual or primal
optimization problem. Prefer dual=False when n_samples > n_features.
`dual=""auto""` will choose the value of the parameter automatically,
based on the values of `n_samples`, `n_features`, `loss`, `multi_class`
and `penalty`. If `n_samples` < `n_features` and optimizer supports
chosen `loss`, `multi_class` and `penalty`, then dual will be set to True,
otherwise it will be set to False.

.. versionchanged:: 1.3
   The `""auto""` option is added in version 1.3 and will be the default
   in version 1.5."
autosklearn,classification,liblinear_svc,fit_intercept,True,Constant,"Whether or not to fit an intercept. If set to True, the feature vector
is extended to include an intercept term: `[x_1, ..., x_n, 1]`, where
1 corresponds to the intercept. If set to False, no intercept will be
used in calculations (i.e. data is expected to be already centered)."
autosklearn,classification,liblinear_svc,intercept_scaling,1,Constant,"When `fit_intercept` is True, the instance vector x becomes ``[x_1,
..., x_n, intercept_scaling]``, i.e. a ""synthetic"" feature with a
constant value equal to `intercept_scaling` is appended to the instance
vector. The intercept becomes intercept_scaling * synthetic feature
weight. Note that liblinear internally penalizes the intercept,
treating it like any other term in the feature vector. To reduce the
impact of the regularization on the intercept, the `intercept_scaling`
parameter can be set to a value greater than 1; the higher the value of
`intercept_scaling`, the lower the impact of regularization on it.
Then, the weights become `[w_x_1, ..., w_x_n,
w_intercept*intercept_scaling]`, where `w_x_1, ..., w_x_n` represent
the feature weights and the intercept weight is scaled by
`intercept_scaling`. This scaling allows the intercept term to have a
different regularization behavior compared to the other features."
autosklearn,classification,liblinear_svc,loss,squared_hinge,"Categorical(['hinge', 'squared_hinge'])","Specifies the loss function. 'hinge' is the standard SVM loss
(used e.g. by the SVC class) while 'squared_hinge' is the
square of the hinge loss. The combination of ``penalty='l1'``
and ``loss='hinge'`` is not supported."
autosklearn,classification,liblinear_svc,multi_class,ovr,Constant,"Determines the multi-class strategy if `y` contains more than
two classes.
``""ovr""`` trains n_classes one-vs-rest classifiers, while
``""crammer_singer""`` optimizes a joint objective over all classes.
While `crammer_singer` is interesting from a theoretical perspective
as it is consistent, it is seldom used in practice as it rarely leads
to better accuracy and is more expensive to compute.
If ``""crammer_singer""`` is chosen, the options loss, penalty and dual
will be ignored."
autosklearn,classification,liblinear_svc,penalty,l2,"Categorical(['l1', 'l2'])","Specifies the norm used in the penalization. The 'l2'
penalty is the standard used in SVC. The 'l1' leads to ``coef_``
vectors that are sparse."
autosklearn,classification,liblinear_svc,tol,0.0001,"Float(1e-05, 0.1_log)",Tolerance for stopping criteria.
autosklearn,classification,libsvm_svc,C,1.0,"Float(0.03125, 32768.0_log)","Regularization parameter. The strength of the regularization is
inversely proportional to C. Must be strictly positive. The penalty
is a squared l2 penalty."
autosklearn,classification,libsvm_svc,gamma,0.1,"Float(3.0517578125e-05, 8.0_log)","Kernel coefficient for 'rbf', 'poly' and 'sigmoid'.

- if ``gamma='scale'`` (default) is passed then it uses
  1 / (n_features * X.var()) as value of gamma,
- if 'auto', uses 1 / n_features
- if float, must be non-negative.

.. versionchanged:: 0.22
   The default value of ``gamma`` changed from 'auto' to 'scale'."
autosklearn,classification,libsvm_svc,kernel,rbf,"Categorical(['rbf', 'poly', 'sigmoid'])","Specifies the kernel type to be used in the algorithm. If
none is given, 'rbf' will be used. If a callable is given it is used to
pre-compute the kernel matrix from data matrices; that matrix should be
an array of shape ``(n_samples, n_samples)``. For an intuitive
visualization of different kernel types see
:ref:`sphx_glr_auto_examples_svm_plot_svm_kernels.py`."
autosklearn,classification,libsvm_svc,max_iter,-1,UnParametrizedHyperparameter,"Hard limit on iterations within solver, or -1 for no limit."
autosklearn,classification,libsvm_svc,shrinking,True,"Categorical(['True', 'False'])","Whether to use the shrinking heuristic.
See the :ref:`User Guide <shrinking_svm>`."
autosklearn,classification,libsvm_svc,tol,0.001,"Float(1e-05, 0.1_log)",Tolerance for stopping criterion.
autosklearn,classification,libsvm_svc,coef0,0.0,"Float(-1.0, 1.0)","Independent term in kernel function.
It is only significant in 'poly' and 'sigmoid'."
autosklearn,classification,libsvm_svc,degree,3,"Integer(2, 5)","Degree of the polynomial kernel function ('poly').
Must be non-negative. Ignored by all other kernels."
autosklearn,classification,mlp,activation,relu,"Categorical(['tanh', 'relu'])","Activation function for the hidden layer.

- 'identity', no-op activation, useful to implement linear bottleneck,
  returns f(x) = x

- 'logistic', the logistic sigmoid function,
  returns f(x) = 1 / (1 + exp(-x)).

- 'tanh', the hyperbolic tan function,
  returns f(x) = tanh(x).

- 'relu', the rectified linear unit function,
  returns f(x) = max(0, x)"
autosklearn,classification,mlp,alpha,0.0001,"Float(1e-07, 0.1_log)","Strength of the L2 regularization term. The L2 regularization term
is divided by the sample size when added to the loss."
autosklearn,classification,mlp,batch_size,auto,UnParametrizedHyperparameter,"Size of minibatches for stochastic optimizers.
If the solver is 'lbfgs', the classifier will not use minibatch.
When set to ""auto"", `batch_size=min(200, n_samples)`."
autosklearn,classification,mlp,beta_1,0.9,UnParametrizedHyperparameter,"Exponential decay rate for estimates of first moment vector in adam,
should be in [0, 1). Only used when solver='adam'."
autosklearn,classification,mlp,beta_2,0.999,UnParametrizedHyperparameter,"Exponential decay rate for estimates of second moment vector in adam,
should be in [0, 1). Only used when solver='adam'."
autosklearn,classification,mlp,early_stopping,valid,"Categorical(['valid', 'train'])","Whether to use early stopping to terminate training when validation
score is not improving. If set to true, it will automatically set
aside 10% of training data as validation and terminate training when
validation score is not improving by at least tol for
``n_iter_no_change`` consecutive epochs. The split is stratified,
except in a multilabel setting.
If early stopping is False, then the training stops when the training
loss does not improve by more than tol for n_iter_no_change consecutive
passes over the training set.
Only effective when solver='sgd' or 'adam'."
autosklearn,classification,mlp,epsilon,1e-08,UnParametrizedHyperparameter,Value for numerical stability in adam. Only used when solver='adam'.
autosklearn,classification,mlp,hidden_layer_depth,1,"Integer(1, 3)",
autosklearn,classification,mlp,learning_rate_init,0.001,"Float(0.0001, 0.5_log)","The initial learning rate used. It controls the step-size
in updating the weights. Only used when solver='sgd' or 'adam'."
autosklearn,classification,mlp,n_iter_no_change,32,Constant,"Maximum number of epochs to not meet ``tol`` improvement.
Only effective when solver='sgd' or 'adam'.

.. versionadded:: 0.20"
autosklearn,classification,mlp,num_nodes_per_layer,32,"Integer(16, 264_log)",
autosklearn,classification,mlp,shuffle,True,UnParametrizedHyperparameter,"Whether to shuffle samples in each iteration. Only used when
solver='sgd' or 'adam'."
autosklearn,classification,mlp,solver,adam,Constant,"The solver for weight optimization.

- 'lbfgs' is an optimizer in the family of quasi-Newton methods.

- 'sgd' refers to stochastic gradient descent.

- 'adam' refers to a stochastic gradient-based optimizer proposed
  by Kingma, Diederik, and Jimmy Ba
Note: The default solver 'adam' works pretty well on relatively
large datasets (with thousands of training samples or more) in terms of
both training time and validation score.
For small datasets, however, 'lbfgs' can converge faster and perform
better."
autosklearn,classification,mlp,tol,0.0001,UnParametrizedHyperparameter,"Tolerance for the optimization. When the loss or score is not improving
by at least ``tol`` for ``n_iter_no_change`` consecutive iterations,
unless ``learning_rate`` is set to 'adaptive', convergence is
considered to be reached and training stops."
autosklearn,classification,mlp,validation_fraction,0.1,Constant,"The proportion of training data to set aside as validation set for
early stopping. Must be between 0 and 1.
Only used if early_stopping is True."
autosklearn,classification,multinomial_nb,alpha,1.0,"Float(0.01, 100.0_log)","Additive (Laplace/Lidstone) smoothing parameter
(set alpha=0 and force_alpha=True, for no smoothing)."
autosklearn,classification,multinomial_nb,fit_prior,True,"Categorical(['True', 'False'])","Whether to learn class prior probabilities or not.
If false, a uniform prior will be used."
autosklearn,classification,passive_aggressive,C,1.0,"Float(1e-05, 10.0_log)",Maximum step size (regularization). Defaults to 1.0.
autosklearn,classification,passive_aggressive,average,False,"Categorical(['False', 'True'])","When set to True, computes the averaged SGD weights and stores the
result in the ``coef_`` attribute. If set to an int greater than 1,
averaging will begin once the total number of samples seen reaches
average. So average=10 will begin averaging after seeing 10 samples.

.. versionadded:: 0.19
   parameter *average* to use weights averaging in SGD."
autosklearn,classification,passive_aggressive,fit_intercept,True,UnParametrizedHyperparameter,"Whether the intercept should be estimated or not. If False, the
data is assumed to be already centered."
autosklearn,classification,passive_aggressive,loss,hinge,"Categorical(['hinge', 'squared_hinge'])","The loss function to be used:
hinge: equivalent to PA-I in the reference paper.
squared_hinge: equivalent to PA-II in the reference paper."
autosklearn,classification,passive_aggressive,tol,0.0001,"Float(1e-05, 0.1_log)","The stopping criterion. If it is not None, the iterations will stop
when (loss > previous_loss - tol).

.. versionadded:: 0.19"
autosklearn,classification,qda,reg_param,0.0,"Float(0.0, 1.0)","Regularizes the per-class covariance estimates by transforming S2 as
``S2 = (1 - reg_param) * S2 + reg_param * np.eye(n_features)``,
where S2 corresponds to the `scaling_` attribute of a given class."
autosklearn,classification,random_forest,bootstrap,True,"Categorical(['True', 'False'])","Whether bootstrap samples are used when building trees. If False, the
whole dataset is used to build each tree."
autosklearn,classification,random_forest,criterion,gini,"Categorical(['gini', 'entropy'])","The function to measure the quality of a split. Supported criteria are
""gini"" for the Gini impurity and ""log_loss"" and ""entropy"" both for the
Shannon information gain, see :ref:`tree_mathematical_formulation`.
Note: This parameter is tree-specific."
autosklearn,classification,random_forest,max_depth,None,UnParametrizedHyperparameter,"The maximum depth of the tree. If None, then nodes are expanded until
all leaves are pure or until all leaves contain less than
min_samples_split samples."
autosklearn,classification,random_forest,max_features,0.5,"Float(0.0, 1.0)","The number of features to consider when looking for the best split:

- If int, then consider `max_features` features at each split.
- If float, then `max_features` is a fraction and
  `max(1, int(max_features * n_features_in_))` features are considered at each
  split.
- If ""sqrt"", then `max_features=sqrt(n_features)`.
- If ""log2"", then `max_features=log2(n_features)`.
- If None, then `max_features=n_features`.

.. versionchanged:: 1.1
    The default of `max_features` changed from `""auto""` to `""sqrt""`.
Note: the search for a split does not stop until at least one
valid partition of the node samples is found, even if it requires to
effectively inspect more than ``max_features`` features."
autosklearn,classification,random_forest,max_leaf_nodes,None,UnParametrizedHyperparameter,"Grow trees with ``max_leaf_nodes`` in best-first fashion.
Best nodes are defined as relative reduction in impurity.
If None then unlimited number of leaf nodes."
autosklearn,classification,random_forest,min_impurity_decrease,0.0,UnParametrizedHyperparameter,"A node will be split if this split induces a decrease of the impurity
greater than or equal to this value.

The weighted impurity decrease equation is the following::

    N_t / N * (impurity - N_t_R / N_t * right_impurity
                        - N_t_L / N_t * left_impurity)

where ``N`` is the total number of samples, ``N_t`` is the number of
samples at the current node, ``N_t_L`` is the number of samples in the
left child, and ``N_t_R`` is the number of samples in the right child.

``N``, ``N_t``, ``N_t_R`` and ``N_t_L`` all refer to the weighted sum,
if ``sample_weight`` is passed.

.. versionadded:: 0.19"
autosklearn,classification,random_forest,min_samples_leaf,1,"Integer(1, 20)","The minimum number of samples required to be at a leaf node.
A split point at any depth will only be considered if it leaves at
least ``min_samples_leaf`` training samples in each of the left and
right branches.  This may have the effect of smoothing the model,
especially in regression.

- If int, then consider `min_samples_leaf` as the minimum number.
- If float, then `min_samples_leaf` is a fraction and
  `ceil(min_samples_leaf * n_samples)` are the minimum
  number of samples for each node.

.. versionchanged:: 0.18
   Added float values for fractions."
autosklearn,classification,random_forest,min_samples_split,2,"Integer(2, 20)","The minimum number of samples required to split an internal node:

- If int, then consider `min_samples_split` as the minimum number.
- If float, then `min_samples_split` is a fraction and
  `ceil(min_samples_split * n_samples)` are the minimum
  number of samples for each split.

.. versionchanged:: 0.18
   Added float values for fractions."
autosklearn,classification,random_forest,min_weight_fraction_leaf,0.0,UnParametrizedHyperparameter,"The minimum weighted fraction of the sum total of weights (of all
the input samples) required to be at a leaf node. Samples have
equal weight when sample_weight is not provided."
autosklearn,classification,sgd,alpha,0.0001,"Float(1e-07, 0.1_log)","Constant that multiplies the regularization term. The higher the
value, the stronger the regularization. Also used to compute the
learning rate when `learning_rate` is set to 'optimal'.
Values must be in the range `[0.0, inf)`."
autosklearn,classification,sgd,average,False,"Categorical(['False', 'True'])","When set to `True`, computes the averaged SGD weights across all
updates and stores the result in the ``coef_`` attribute. If set to
an int greater than 1, averaging will begin once the total number of
samples seen reaches `average`. So ``average=10`` will begin
averaging after seeing 10 samples.
Integer values must be in the range `[1, n_samples]`."
autosklearn,classification,sgd,fit_intercept,True,UnParametrizedHyperparameter,"Whether the intercept should be estimated or not. If False, the
data is assumed to be already centered."
autosklearn,classification,sgd,learning_rate,invscaling,"Categorical(['optimal', 'invscaling', 'constant'])","The learning rate schedule:

- 'constant': `eta = eta0`
- 'optimal': `eta = 1.0 / (alpha * (t + t0))`
  where `t0` is chosen by a heuristic proposed by Leon Bottou.
- 'invscaling': `eta = eta0 / pow(t, power_t)`
- 'adaptive': `eta = eta0`, as long as the training keeps decreasing.
  Each time n_iter_no_change consecutive epochs fail to decrease the
  training loss by tol or fail to increase validation score by tol if
  `early_stopping` is `True`, the current learning rate is divided by 5.

    .. versionadded:: 0.20
        Added 'adaptive' option"
autosklearn,classification,sgd,loss,log,"Categorical(['hinge', 'log', 'modified_huber', 'squared_hinge', 'perceptron'])","The loss function to be used.

- 'hinge' gives a linear SVM.
- 'log_loss' gives logistic regression, a probabilistic classifier.
- 'modified_huber' is another smooth loss that brings tolerance to
  outliers as well as probability estimates.
- 'squared_hinge' is like hinge but is quadratically penalized.
- 'perceptron' is the linear loss used by the perceptron algorithm.
- The other losses, 'squared_error', 'huber', 'epsilon_insensitive' and
  'squared_epsilon_insensitive' are designed for regression but can be useful
  in classification as well; see
  :class:`~sklearn.linear_model.SGDRegressor` for a description.

More details about the losses formulas can be found in the
:ref:`User Guide <sgd_mathematical_formulation>`."
autosklearn,classification,sgd,penalty,l2,"Categorical(['l1', 'l2', 'elasticnet'])","The penalty (aka regularization term) to be used. Defaults to 'l2'
which is the standard regularizer for linear SVM models. 'l1' and
'elasticnet' might bring sparsity to the model (feature selection)
not achievable with 'l2'. No penalty is added when set to `None`."
autosklearn,classification,sgd,tol,0.0001,"Float(1e-05, 0.1_log)","The stopping criterion. If it is not None, training will stop
when (loss > best_loss - tol) for ``n_iter_no_change`` consecutive
epochs.
Convergence is checked against the training loss or the
validation loss depending on the `early_stopping` parameter.
Values must be in the range `[0.0, inf)`.

.. versionadded:: 0.19"
autosklearn,classification,sgd,epsilon,0.0001,"Float(1e-05, 0.1_log)","Epsilon in the epsilon-insensitive loss functions; only if `loss` is
'huber', 'epsilon_insensitive', or 'squared_epsilon_insensitive'.
For 'huber', determines the threshold at which it becomes less
important to get the prediction exactly right.
For epsilon-insensitive, any differences between the current prediction
and the correct label are ignored if they are less than this threshold.
Values must be in the range `[0.0, inf)`."
autosklearn,classification,sgd,eta0,0.01,"Float(1e-07, 0.1_log)","The initial learning rate for the 'constant', 'invscaling' or
'adaptive' schedules. The default value is 0.0 as eta0 is not used by
the default schedule 'optimal'.
Values must be in the range `(0.0, inf)`."
autosklearn,classification,sgd,l1_ratio,0.15,"Float(1e-09, 1.0_log)","The Elastic Net mixing parameter, with 0 <= l1_ratio <= 1.
l1_ratio=0 corresponds to L2 penalty, l1_ratio=1 to L1.
Only used if `penalty` is 'elasticnet'.
Values must be in the range `[0.0, 1.0]`."
autosklearn,classification,sgd,power_t,0.5,"Float(1e-05, 1.0)","The exponent for inverse scaling learning rate [default 0.5].
Values must be in the range `(-inf, inf)`."
autosklearn,regression,adaboost,loss,linear,"Categorical(['linear', 'square', 'exponential'])",
autosklearn,regression,ard_regression,alpha_1,1e-06,"Float(1e-10, 0.001)","Hyper-parameter : shape parameter for the Gamma distribution prior
over the alpha parameter."
autosklearn,regression,ard_regression,alpha_2,1e-06,"Float(1e-10, 0.001_log)","Hyper-parameter : inverse scale parameter (rate parameter) for the
Gamma distribution prior over the alpha parameter."
autosklearn,regression,ard_regression,fit_intercept,True,UnParametrizedHyperparameter,"Whether to calculate the intercept for this model. If set
to false, no intercept will be used in calculations
(i.e. data is expected to be centered)."
autosklearn,regression,ard_regression,lambda_1,1e-06,"Float(1e-10, 0.001_log)","Hyper-parameter : shape parameter for the Gamma distribution prior
over the lambda parameter."
autosklearn,regression,ard_regression,lambda_2,1e-06,"Float(1e-10, 0.001_log)","Hyper-parameter : inverse scale parameter (rate parameter) for the
Gamma distribution prior over the lambda parameter."
autosklearn,regression,ard_regression,n_iter,300,UnParametrizedHyperparameter,"Maximum number of iterations.

.. deprecated:: 1.3
   `n_iter` is deprecated in 1.3 and will be removed in 1.5. Use
   `max_iter` instead."
